token,frequency
that offers quickly,1
offers quickly prepared,1
quickly prepared pasta,1
prepared pasta and,1
pasta and curry,1
and curry dishes,1
curry dishes drop,1
dishes drop by,1
drop by to,1
by to enjoy,1
enjoy some high,1
some high quality,1
quality japanese cuisine,1
has a laid,1
feel and is,1
fast foods for,1
friendly a poor,1
a poor coffee,1
poor coffee shop,1
riverside is '__slot_con_name__,1
is '__slot_con_name__ near,1
'__slot_con_name__ near '__slot_con_near__,1
near '__slot_con_near__ rated,1
'__slot_con_near__ rated 1,1
mid-price place while,1
place while being,1
while being affordable,1
being affordable is,1
ratings it will,1
moderate range has,1
to families provides,1
price ranges greater,1
ranges greater than,1
£30 an establishment,1
rating however be,1
however be advised,1
be advised that,1
advised that it,1
and cheese you,1
cheese you can,1
than £30 gets,1
£30 gets a,1
french affordable coffee,1
friendly british cuisine,1
range more than£30,1
more than£30 and,1
than£30 and the,1
high serves indian,1
place is conveniently,1
center near family,1
serves english breakfasts,1
english breakfasts if,1
breakfasts if you,1
shop or japanese,1
or japanese food,1
food place then,1
place then try,1
for some 5,1
some 5 star,1
5 star eating,1
star eating try,1
eating try family,1
chinese foods and,1
5 is our,1
than 20 this,1
20 this is,1
the city south,1
city south in,1
south in the,1
affordable cuisine that,1
adult friendly near,1
friendly it gets,1
shop offers dining,1
offers dining for,1
dining for more,1
from £20-25 their,1
£20-25 their customer,1
high has chinese,1
over 30 with,1
moderate prices sell,1
prices sell good,1
sell good sushi,1
sushi at an,1
affordable price it,1
near in located,1
average rated moderate,1
priced pub fare,1
pub fare restaurant,1
fare restaurant a,1
have prices higher,1
of 5 got,1
5 got drinks,1
got drinks and,1
drinks and ordered,1
and ordered good,1
ordered good was,1
good was prompt,1
was prompt and,1
prompt and delicious,1
and delicious the,1
delicious the family,1
called is average,1
has a high-cost,1
a high-cost and,1
high-cost and is,1
rated at five,1
at five out,1
is high rice,1
rice range with,1
riverside location of,1
location of the,1
of the kids,1
not friendly the,1
offers a night,1
a night of,1
night of wine,1
of wine and,1
wine and great,1
great food 3,1
family with excellent,1
with excellent value,1
shop with fine,1
with fine eatery,1
fine eatery located,1
range customers highly,1
highly rate it,1
rate it there,1
end restaurant in,1
riverside are serves,1
are serves english,1
a moderate-priced japanese,1
moderate-priced japanese pub,1
is a non-kids,1
a non-kids friendly,1
star low-priced family,1
cheese is near,1
is well liked,1
well liked and,1
liked and close,1
kid-friendly and they,1
fast food english,1
food english cuisine,1
riverside the have,1
the have an,1
japanese pub serves,1
serves great dishes,1
restaurant with is,1
with is priced,1
called it rates,1
close of brings,1
of brings you,1
brings you english,1
you english food,1
a 5-star low-cost,1
5-star low-cost british,1
low-cost british restaurant,1
rating provides family,1
shop sits near,1
sits near not,1
restaurant serving child,1
5 try italian,1
try italian restaurant,1
restaurant and bring,1
and bring the,1
is nor family,1
nor family friendly,1
city serves chinese,1
to guests near,1
guests near is,1
you this coffee,1
shop i near,1
's gourmet there,1
gourmet there is,1
average rating prices,1
near they received,1
5 riverside views,1
views and affordable,1
affordable japanese dishes,1
japanese dishes are,1
by a japanese,1
centre called prices,1
have 3 of,1
are not considered,1
lowly rated place,1
kids friendly 3,1
pub is slightly,1
expensive than average,1
that is reasonably,1
italian food over,1
and a great,1
great customer experience,1
customer experience is,1
food but do,1
n't mind £30,1
mind £30 or,1
more is good,1
good for you,1
and offer good,1
offer good food,1
a nice casual,1
nice casual low,1
casual low price,1
price establishment offering,1
establishment offering japanese,1
located near look,1
near look no,1
than a nice,1
£30 is kid,1
served near riverside,1
is pretty good,1
pretty good and,1
good and not,1
and not expensive,1
and expensive is,1
pub along riverside,1
along riverside that,1
not kid-friendly around,1
kid-friendly around the,1
you will discover,1
will discover a,1
discover a quaint,1
a quaint riverside,1
food it receives,1
of average italian,1
customer rating pricey,1
rating pricey yet,1
pricey yet lowly,1
yet lowly rated,1
lowly rated the,1
riverside district if,1
district if you,1
if you seek,1
you seek a,1
seek a family,1
pub with beautiful,1
with beautiful japanese,1
rating then come,1
to pub found,1
low rating despite,1
rating despite serving,1
despite serving french-style,1
serving french-style foods,1
french-style foods is,1
riverside area kid-friendly,1
area kid-friendly indian,1
kid-friendly indian places,1
indian places near,1
places near are,1
near are hard,1
to find so,1
find so check,1
so check out,1
has decent customer,1
decent customer reviews,1
try the for,1
high but with,1
rated restaurant 's,1
restaurant 's pub,1
's pub comes,1
pub comes highly,1
entire family for,1
cuisine for japanese,1
family friendly sit,1
friendly sit down,1
down restaurant at,1
chinese venue located,1
serving wine located,1
wine located near,1
30 pounds offers,1
pounds offers a,1
environment with prices,1
at restaurant if,1
for quality japanese,1
try an adult,1
and meals costing,1
chinese food company,1
food company is,1
company is variety,1
is variety at,1
variety at high,1
rating of clients,1
of clients is,1
clients is 5,1
is 5 and,1
food kids-friendly close,1
kids-friendly close to,1
center is and,1
is and offers,1
food high rated,1
high rated as,1
can find cheese,1
find cheese wine,1
cheese wine soup,1
wine soup and,1
soup and other,1
and other dishes,1
other dishes at,1
at a one-star,1
one-star venue is,1
at mid-price serves,1
mid-price serves fast,1
area serves british,1
than £30 servers,1
£30 servers fast,1
£20 an indian,1
under £20 please,1
£20 please note,1
riverside unfortunately has,1
unfortunately has only,1
only been scored,1
been scored 1,1
friendly are situated,1
are situated in,1
priced restaurant if,1
want to have,1
have a food,1
a food by,1
food by £20-25,1
by £20-25 you,1
eat pub french,1
pub french that,1
chinese food please,1
food please be,1
have rated an,1
rated an average,1
an average for,1
average for an,1
for an cheap,1
an cheap none,1
cheap none family-friendly,1
none family-friendly english,1
family-friendly english place,1
£30 range located,1
affordable rate is,1
that serve italian,1
less than £20.__slot_con_name__,1
than £20.__slot_con_name__ provide,1
£20.__slot_con_name__ provide italian,1
cuisine for adults,1
adults that has,1
which sells low-priced,1
sells low-priced highly,1
low-priced highly rated,1
customers please be,1
chinese cuisine within,1
cuisine within a,1
the moderately-priced it,1
moderately-priced it is,1
with customers there,1
cheap eating establishment,1
eating establishment called,1
's not known,1
known as family-friendly,1
prices near if,1
hotel serves japanese,1
cost and has,1
pounds is restaurant,1
customer ratings sells,1
ratings sells moderately,1
have a hankering,1
a hankering for,1
hankering for a,1
is near makes,1
near makes italian,1
centre the kid-friendly,1
kid-friendly restaurant serves,1
but prices below,1
£20 you cant,1
you cant beat,1
cant beat english,1
beat english venue,1
english venue located,1
venue located riverside,1
is a up,1
a up market,1
up market child,1
market child friendly,1
away food the,1
non-family friendly establishment,1
and is acceptable,1
is acceptable for,1
acceptable for all,1
friendly services for,1
services for less,1
can have italian,1
food at however,1
at however it,1
called serves cheese,1
and wine on,1
wine on river,1
on river along,1
river along the,1
try the customers,1
5 the cheaply,1
cheaply priced average,1
outlet near it,1
not family-friendly whose,1
family-friendly whose menu,1
whose menu items,1
restaurant where families,1
than average near,1
center the riverside,1
had a amazing,1
a amazing cheap,1
amazing cheap restaurant,1
for a chinese,1
ratings to take,1
great option you,1
option you can,1
can expect a,1
expect a price,1
at pub rated,1
customers near on,1
rating serves british,1
the cheap side,1
cheap side one,1
side one of,1
is near price,1
is very cheep,1
very cheep its,1
cheep its provide,1
its provide family,1
provide family friendly,1
ia a coffee,1
coffee shop child,1
shop child friendly,1
offers a higher,1
end price point,1
price point but,1
point but rates,1
but rates a,1
1 star for,1
star for quality,1
for quality there,1
this establishment falls,1
establishment falls into,1
into the cheap,1
an indian located,1
atmosphere at it,1
restaurant visit as,1
visit as it,1
been given 5,1
its services this,1
services this may,1
this may have,1
may have something,1
have something to,1
something to do,1
to do with,1
do with the,1
with the no,1
the no children,1
policy it has,1
it has at,1
has at its,1
at its not,1
riverside near italian,1
near italian coffee,1
rating of just,1
of just 1,1
5. the positive,1
the positive side,1
positive side is,1
a meal this,1
meal this price,1
this price gives,1
price gives a,1
gives a child-friendly,1
5 rated meal,1
rated meal within,1
meal within the,1
5 the one,1
restaurant is known,1
restaurant near received,1
family friendly crown,1
friendly crown plaza,1
hotel is near,1
area at this,1
1 star place,1
place located down,1
prices and although,1
not welcome located,1
welcome located by,1
ans is not,1
family-friendly is the,1
drinks a japanese,1
family-friendly environment where,1
also offering japanese,1
child friendly generally,1
friendly generally costing,1
generally costing £20-25,1
costing £20-25 and,1
and customers ratings,1
euros it 's,1
highly rated children-friendly,1
children-friendly pub ranging,1
provides a fast-food,1
a fast-food service,1
fast-food service and,1
service and has,1
they have cheaper,1
have cheaper than,1
of 20-25 dollars,1
20-25 dollars at,1
dollars at riverside,1
of 3 the,1
3 the is,1
near called but,1
friendly located inside,1
pub that servers,1
that servers sushi,1
servers sushi at,1
at a modest,1
modest price a,1
child-friendly café known,1
café known as,1
french cuisine its,1
prices are greater,1
are greater than,1
rated offer expensive,1
offer expensive italian,1
children friend restaurant,1
friend restaurant and,1
restaurant and most,1
and most customer,1
most customer love,1
restaurant on this,1
on this restaurant,1
this restaurant we,1
restaurant we can,1
eat a delicious,1
a delicious japanese,1
food but in,1
but in this,1
this restaurant still,1
restaurant still have,1
still have low,1
low customer is,1
priced a higher,1
a higher tier,1
higher tier restaurant,1
tier restaurant serving,1
