HITId,HITTypeId,Title,Description,Keywords,Reward,CreationTime,MaxAssignments,RequesterAnnotation,AssignmentDurationInSeconds,AutoApprovalDelayInSeconds,Expiration,NumberOfSimilarHITs,LifetimeInSeconds,AssignmentId,WorkerId,AssignmentStatus,AcceptTime,SubmitTime,AutoApprovalTime,ApprovalTime,RejectionTime,RequesterFeedback,WorkTimeInSeconds,LifetimeApprovalRate,Last30DaysApprovalRate,Last7DaysApprovalRate,Input.name,Input.release_year,Input.exp_release_date,Input.developer,Input.esrb,Input.rating,Input.genres,Input.player_perspective,Input.has_multiplayer,Input.platforms,Input.available_on_steam,Input.has_linux_release,Input.has_mac_release,Answer.feedback,Answer.utterance,Approve,Reject
3TD33TP5DLNISDNTBI0DFA6H09WAB3,3BHRGUFAI9IPS59C0ANGVAZWPHXCSS,Write a conversational response about a video game based on its given attributes and context (type: recommend; attributes: 3),"Produce a dialogic utterance given specific attributes about a video game, such as its name, genre and available platforms","dialog, video game, attributes, writing, entertainment, chat, conversation, creative",$0.08 ,Tue Apr 23 00:59:22 PDT 2019,2,BatchId:3617191;OriginalHitTemplateId:920937336;,3600,1296000,Mon May 06 20:47:49 PDT 2019,,,3TVRFO09GL19NJFS37MN159A0EFXL4,A1MW021IG07IMF,Submitted,Sat May 04 22:10:01 PDT 2019,Sat May 04 22:11:06 PDT 2019,Sun May 19 22:11:06 PDT 2019,,,,65,100% (404/404),100% (404/404),100% (246/246),<b>Super Bomberman</b>,,,,,,"Genres: <b>action, strategy</b>",Player perspective: <b>bird view</b>,,,,,,,"You mentioned action strategy games that are played from a bird view perspective. Well Super Bomberman is a game like that, did you ever play it?",,
38G0E1M85MQHG0ZXM484GNCIBNDVUI,3VKSEF3049J8I0MRGYDA1FNPTTX0NG,A recommending conversational response about a video game (# attributes: 3),"Write a response in a conversational context, given specific attributes about a video game, such as its name, genre and available platforms","dialog, conversation, video game, attributes, writing, entertainment, chat, conversation, creative",$0.10 ,Tue May 07 19:22:25 PDT 2019,1,BatchId:3634584;OriginalHitTemplateId:920937336;,3600,432000,Wed May 08 19:22:25 PDT 2019,,,3COPXFW7XCYTU4VJWG05SSAS9R0PKS,A1ELPYAFO7MANS,Approved,Tue May 07 19:39:33 PDT 2019,Tue May 07 19:40:01 PDT 2019,Sun May 12 19:40:01 PDT 2019,Tue May 07 21:25:12 PDT 2019,,,28,100% (153/153),100% (153/153),100% (126/126),<b>Super Bomberman</b>,,,,,,"Genres: <b>action, strategy</b>",Player perspective: <b>bird view</b>,,,,,,,"I know you like bird view action/strategy games, just like me. I thought Super Bomberman was pretty good, have you heard of it?",,
3JYPJ2TAYITFSY5B5346OVMXETOFP6,3BHRGUFAI9IPS59C0ANGVAZWPHXCSS,Write a conversational response about a video game based on its given attributes and context (type: recommend; attributes: 3),"Produce a dialogic utterance given specific attributes about a video game, such as its name, genre and available platforms","dialog, video game, attributes, writing, entertainment, chat, conversation, creative",$0.08 ,Tue Apr 23 00:59:22 PDT 2019,2,BatchId:3617191;OriginalHitTemplateId:920937336;,3600,1296000,Sun May 05 00:59:26 PDT 2019,,,34MAJL3QP5919D1TDQGI88IV7JI43P,A33G1EEP3ZVBPL,Submitted,Thu May 02 13:14:50 PDT 2019,Thu May 02 13:15:50 PDT 2019,Fri May 17 13:15:50 PDT 2019,,,,60,100% (15/15),100% (15/15),100% (15/15),<b>Super Bomberman</b>,,,Developer: <b>Hudson Soft</b>,,,,,,Platform: <b>PC</b>,,,,,"Since you seem to be a fan of PC games by Hudson Soft, I thought you might like Super Bomberman too. Have you heard about the game?",,
3JYPJ2TAYITFSY5B5346OVMXETOFP6,3BHRGUFAI9IPS59C0ANGVAZWPHXCSS,Write a conversational response about a video game based on its given attributes and context (type: recommend; attributes: 3),"Produce a dialogic utterance given specific attributes about a video game, such as its name, genre and available platforms","dialog, video game, attributes, writing, entertainment, chat, conversation, creative",$0.08 ,Tue Apr 23 00:59:22 PDT 2019,2,BatchId:3617191;OriginalHitTemplateId:920937336;,3600,1296000,Sun May 05 00:59:26 PDT 2019,,,3QECW5O0KINO4D3N6A5JVDS71SST5U,A1MW021IG07IMF,Submitted,Sat May 04 22:53:02 PDT 2019,Sat May 04 22:53:46 PDT 2019,Sun May 19 22:53:46 PDT 2019,,,,44,100% (404/404),100% (404/404),100% (246/246),<b>Super Bomberman</b>,,,Developer: <b>Hudson Soft</b>,,,,,,Platform: <b>PC</b>,,,,,"While we're on the subject of PC games developed by Hudson Soft, have you heard of Super Bomberman?",,
35NNO802AVHZZ4VOQWXZN3UUU6FNI9,3BHRGUFAI9IPS59C0ANGVAZWPHXCSS,Write a conversational response about a video game based on its given attributes and context (type: recommend; attributes: 3),"Produce a dialogic utterance given specific attributes about a video game, such as its name, genre and available platforms","dialog, video game, attributes, writing, entertainment, chat, conversation, creative",$0.08 ,Tue Apr 23 00:59:22 PDT 2019,2,BatchId:3617191;OriginalHitTemplateId:920937336;,3600,1296000,Mon May 06 20:47:49 PDT 2019,,,3TDXMTX3CCGUE3NQHHGK9C4YM6K6I3,A1MW021IG07IMF,Submitted,Sat May 04 21:55:12 PDT 2019,Sat May 04 21:56:51 PDT 2019,Sun May 19 21:56:51 PDT 2019,,,,99,100% (404/404),100% (404/404),100% (246/246),<b>Super Bomberman</b>,Year: <b>1993</b>,,,,,,,,Platform: <b>PC</b>,,,,,"There were some really interesting PC games released back in 1993, like Super Bomberman. Have you heard of it?",,
3P4ZBJFX2VO5C72CHPI1GPUT891FWE,3VKSEF3049J8I0MRGYDA1FNPTTX0NG,A recommending conversational response about a video game (# attributes: 3),"Write a response in a conversational context, given specific attributes about a video game, such as its name, genre and available platforms","dialog, conversation, video game, attributes, writing, entertainment, chat, conversation, creative",$0.10 ,Tue May 07 19:22:25 PDT 2019,1,BatchId:3634584;OriginalHitTemplateId:920937336;,3600,432000,Wed May 08 19:22:25 PDT 2019,,,3WJEQKOXA9OK1Z3VZNCQXIPY1ZGA1A,A1ELPYAFO7MANS,Approved,Tue May 07 20:46:30 PDT 2019,Tue May 07 20:46:59 PDT 2019,Sun May 12 20:46:59 PDT 2019,Tue May 07 21:25:12 PDT 2019,,,29,100% (153/153),100% (153/153),100% (126/126),<b>Super Bomberman</b>,Year: <b>1993</b>,,,,,,,,Platform: <b>PC</b>,,,,,"I know you're a big PC guy. Have you ever tried any older games, for example Super Bomberman from 1993?",,
39KV3A5D18SZQX6XF1AOV8ER3PCS7V,3BHRGUFAI9IPS59C0ANGVAZWPHXCSS,Write a conversational response about a video game based on its given attributes and context (type: recommend; attributes: 3),"Produce a dialogic utterance given specific attributes about a video game, such as its name, genre and available platforms","dialog, video game, attributes, writing, entertainment, chat, conversation, creative",$0.08 ,Tue Apr 23 00:59:22 PDT 2019,2,BatchId:3617191;OriginalHitTemplateId:920937336;,3600,1296000,Mon May 06 20:47:49 PDT 2019,,,3HRMW88U17CLWBR207YVS41OQCM0MG,A1MW021IG07IMF,Submitted,Sat May 04 22:33:56 PDT 2019,Sat May 04 22:34:49 PDT 2019,Sun May 19 22:34:49 PDT 2019,,,,53,100% (404/404),100% (404/404),100% (246/246),<b>Super Bomberman</b>,,,,ESRB content rating: <b>E (for Everyone)</b>,,,,,Platform: <b>PC</b>,,,,,"For E rated family friendly PC games, Super Bomberman is an option. Have you heard of it?",,
3BA7SXOG1JBRPWB3AH2PJY5QTQ98RN,3VKSEF3049J8I0MRGYDA1FNPTTX0NG,A recommending conversational response about a video game (# attributes: 3),"Write a response in a conversational context, given specific attributes about a video game, such as its name, genre and available platforms","dialog, conversation, video game, attributes, writing, entertainment, chat, conversation, creative",$0.10 ,Tue May 07 19:22:26 PDT 2019,1,BatchId:3634584;OriginalHitTemplateId:920937336;,3600,432000,Wed May 08 19:22:26 PDT 2019,,,3DUZQ9U6SNA4N75NN1I6P6QKC9PVSB,A1ELPYAFO7MANS,Approved,Tue May 07 20:31:21 PDT 2019,Tue May 07 20:39:35 PDT 2019,Sun May 12 20:39:35 PDT 2019,Tue May 07 21:25:12 PDT 2019,,,494,100% (153/153),100% (153/153),100% (126/126),<b>Super Bomberman</b>,,,,ESRB content rating: <b>E (for Everyone)</b>,,,,,Platform: <b>PC</b>,,,,,"Since you are interested in PC games rated E (for Eveyone), have you ever heard of Super Bomberman?",,
302OLP89DZS12IFZPIW8QUCZIUWACA,3BHRGUFAI9IPS59C0ANGVAZWPHXCSS,Write a conversational response about a video game based on its given attributes and context (type: recommend; attributes: 3),"Produce a dialogic utterance given specific attributes about a video game, such as its name, genre and available platforms","dialog, video game, attributes, writing, entertainment, chat, conversation, creative",$0.08 ,Tue Apr 23 00:59:22 PDT 2019,2,BatchId:3617191;OriginalHitTemplateId:920937336;,3600,1296000,Sun May 05 00:59:26 PDT 2019,,,333U7HK6IA1PUNMB9M9YRJTQG7WJDK,A1MW021IG07IMF,Submitted,Sat May 04 21:51:00 PDT 2019,Sat May 04 21:53:18 PDT 2019,Sun May 19 21:53:18 PDT 2019,,,,138,100% (404/404),100% (404/404),100% (246/246),<b>Super Bomberman</b>,,,,ESRB content rating: <b>E (for Everyone)</b>,,"Genres: <b>action, strategy</b>",,,,,,,,"While on the subject of family friendly action strategy games, Super Bomberman is that style of game and has an E rating. Are you familiar with it?",,
302OLP89DZS12IFZPIW8QUCZIUWACA,3BHRGUFAI9IPS59C0ANGVAZWPHXCSS,Write a conversational response about a video game based on its given attributes and context (type: recommend; attributes: 3),"Produce a dialogic utterance given specific attributes about a video game, such as its name, genre and available platforms","dialog, video game, attributes, writing, entertainment, chat, conversation, creative",$0.08 ,Tue Apr 23 00:59:22 PDT 2019,2,BatchId:3617191;OriginalHitTemplateId:920937336;,3600,1296000,Sun May 05 00:59:26 PDT 2019,,,3ZWFC4W1UVT3QVJK8XDXHAI22NZFRK,A33G1EEP3ZVBPL,Submitted,Thu May 02 12:51:52 PDT 2019,Thu May 02 12:52:34 PDT 2019,Fri May 17 12:52:34 PDT 2019,,,,42,100% (15/15),100% (15/15),100% (15/15),<b>Super Bomberman</b>,,,,ESRB content rating: <b>E (for Everyone)</b>,,"Genres: <b>action, strategy</b>",,,,,,,,"Speaking of action, strategy games suitable for all ages, have you heard of Super Bomberman?",,
3IZPORCT1FUKI7CWDLWVWBYPVQPHRY,3BHRGUFAI9IPS59C0ANGVAZWPHXCSS,Write a conversational response about a video game based on its given attributes and context (type: recommend; attributes: 3),"Produce a dialogic utterance given specific attributes about a video game, such as its name, genre and available platforms","dialog, video game, attributes, writing, entertainment, chat, conversation, creative",$0.08 ,Tue Apr 23 00:59:22 PDT 2019,2,BatchId:3617191;OriginalHitTemplateId:920937336;,3600,1296000,Mon May 06 20:47:49 PDT 2019,,,3DEL4X4EL77TNIMRMMBDVDB69TKXYX,A1MW021IG07IMF,Submitted,Sat May 04 22:47:13 PDT 2019,Sat May 04 22:48:12 PDT 2019,Sun May 19 22:48:12 PDT 2019,,,,59,100% (404/404),100% (404/404),100% (246/246),<b>Age of Empires II: The Age of Kings</b>,,,Developer: <b>Ensemble Studios</b>,,,Genres: <b>real-time strategy</b>,,,,,,,,A classic real-time strategy game made by Ensemble Studios is Age of Empires II: The Age of Kings. Have you played it before?,,
3UXQ63NLAA7ZOWEX89P3OOMSV45BLZ,3VKSEF3049J8I0MRGYDA1FNPTTX0NG,A recommending conversational response about a video game (# attributes: 3),"Write a response in a conversational context, given specific attributes about a video game, such as its name, genre and available platforms","dialog, conversation, video game, attributes, writing, entertainment, chat, conversation, creative",$0.10 ,Tue May 07 19:22:26 PDT 2019,1,BatchId:3634584;OriginalHitTemplateId:920937336;,3600,432000,Wed May 08 19:22:26 PDT 2019,,,30BXRYBRP5JSCNRC2HB37U2WA7FHWR,A1ELPYAFO7MANS,Approved,Tue May 07 20:47:00 PDT 2019,Tue May 07 20:47:29 PDT 2019,Sun May 12 20:47:29 PDT 2019,Tue May 07 21:25:13 PDT 2019,,,29,100% (153/153),100% (153/153),100% (126/126),<b>Age of Empires II: The Age of Kings</b>,,,Developer: <b>Ensemble Studios</b>,,,Genres: <b>real-time strategy</b>,,,,,,,,"Speaking of good real-time strategy games, have you tried Age of Empires II: The Age of Kings by Ensemble Studios?",,
3RWB1RTQDJ86DJVOXPY0E35BRPBP8Z,3BHRGUFAI9IPS59C0ANGVAZWPHXCSS,Write a conversational response about a video game based on its given attributes and context (type: recommend; attributes: 3),"Produce a dialogic utterance given specific attributes about a video game, such as its name, genre and available platforms","dialog, video game, attributes, writing, entertainment, chat, conversation, creative",$0.08 ,Tue Apr 23 00:59:22 PDT 2019,2,BatchId:3617191;OriginalHitTemplateId:920937336;,3600,1296000,Sun May 05 00:59:26 PDT 2019,,,3A4TN5196L4JYPL7LQB2V0VTI16CH6,A33G1EEP3ZVBPL,Submitted,Thu May 02 12:44:45 PDT 2019,Thu May 02 12:45:49 PDT 2019,Fri May 17 12:45:49 PDT 2019,,,,64,100% (15/15),100% (15/15),100% (15/15),<b>Age of Empires II: The Age of Kings</b>,,,Developer: <b>Ensemble Studios</b>,ESRB content rating: <b>T (for Teen)</b>,,,,,,,,,,"Since you seem to be a fan of teen-rated games by Ensemble Studios, I thought you might like Age of Empires II: The Age of Kings too. Have you heard about the game?",,
3RWB1RTQDJ86DJVOXPY0E35BRPBP8Z,3BHRGUFAI9IPS59C0ANGVAZWPHXCSS,Write a conversational response about a video game based on its given attributes and context (type: recommend; attributes: 3),"Produce a dialogic utterance given specific attributes about a video game, such as its name, genre and available platforms","dialog, video game, attributes, writing, entertainment, chat, conversation, creative",$0.08 ,Tue Apr 23 00:59:22 PDT 2019,2,BatchId:3617191;OriginalHitTemplateId:920937336;,3600,1296000,Sun May 05 00:59:26 PDT 2019,,,3Z7EFSHGNA0GKFLMQUTOYMJN652XCP,A1MW021IG07IMF,Submitted,Sat May 04 22:14:29 PDT 2019,Sat May 04 22:15:14 PDT 2019,Sun May 19 22:15:14 PDT 2019,,,,45,100% (404/404),100% (404/404),100% (246/246),<b>Age of Empires II: The Age of Kings</b>,,,Developer: <b>Ensemble Studios</b>,ESRB content rating: <b>T (for Teen)</b>,,,,,,,,,,"If we're talking about T rated games made by Ensemble Studios, Age of Empires II: The Age of Kings is one of the best. Have you played it before?",,
391JB9X4ZYTKNH0CEY3BN4K7HKUKMH,3BHRGUFAI9IPS59C0ANGVAZWPHXCSS,Write a conversational response about a video game based on its given attributes and context (type: recommend; attributes: 3),"Produce a dialogic utterance given specific attributes about a video game, such as its name, genre and available platforms","dialog, video game, attributes, writing, entertainment, chat, conversation, creative",$0.08 ,Tue Apr 23 00:59:22 PDT 2019,2,BatchId:3617191;OriginalHitTemplateId:920937336;,3600,1296000,Fri May 03 00:59:26 PDT 2019,,,30BXRYBRP5JSCNRC2HB37U2WAGHWHQ,A33G1EEP3ZVBPL,Submitted,Thu May 02 12:16:24 PDT 2019,Thu May 02 12:18:48 PDT 2019,Fri May 17 12:18:48 PDT 2019,,,,144,100% (15/15),100% (15/15),100% (15/15),<b>Age of Empires II: The Age of Kings</b>,,,Developer: <b>Ensemble Studios</b>,,,,,Has multiplayer: <b>yes</b>,,,,,,A multiplayer strategy game made by Ensemble Studios that I enjoyed was Age of Empires II: The Age of kings. Have you played it?,,
391JB9X4ZYTKNH0CEY3BN4K7HKUKMH,3BHRGUFAI9IPS59C0ANGVAZWPHXCSS,Write a conversational response about a video game based on its given attributes and context (type: recommend; attributes: 3),"Produce a dialogic utterance given specific attributes about a video game, such as its name, genre and available platforms","dialog, video game, attributes, writing, entertainment, chat, conversation, creative",$0.08 ,Tue Apr 23 00:59:22 PDT 2019,2,BatchId:3617191;OriginalHitTemplateId:920937336;,3600,1296000,Fri May 03 00:59:26 PDT 2019,,,317HQ483I8E2LOTIGY21BNQKFZRINB,A1MW021IG07IMF,Submitted,Wed Apr 24 22:05:34 PDT 2019,Wed Apr 24 22:06:22 PDT 2019,Thu May 09 22:06:22 PDT 2019,,,,48,100% (404/404),100% (404/404),100% (246/246),<b>Age of Empires II: The Age of Kings</b>,,,Developer: <b>Ensemble Studios</b>,,,,,Has multiplayer: <b>yes</b>,,,,,,A fun multiplayer game made by Ensemble Studios was Age of Empires II: The Age of Kings. Did you ever play it?,,
3J6BHNX0U9DQ5ZLCQZIB0J97MA4KNH,3BHRGUFAI9IPS59C0ANGVAZWPHXCSS,Write a conversational response about a video game based on its given attributes and context (type: recommend; attributes: 3),"Produce a dialogic utterance given specific attributes about a video game, such as its name, genre and available platforms","dialog, video game, attributes, writing, entertainment, chat, conversation, creative",$0.08 ,Tue Apr 23 00:59:22 PDT 2019,2,BatchId:3617191;OriginalHitTemplateId:920937336;,3600,1296000,Mon May 06 20:47:49 PDT 2019,,,33FOTY3KEN78UE0TJ18H3DFM1QK1CY,A1MW021IG07IMF,Submitted,Sat May 04 21:53:19 PDT 2019,Sat May 04 21:54:08 PDT 2019,Sun May 19 21:54:08 PDT 2019,,,,49,100% (404/404),100% (404/404),100% (246/246),<b>Age of Empires II: The Age of Kings</b>,Year: <b>1999</b>,,Developer: <b>Ensemble Studios</b>,,,,,,,,,,,A classic game that Ensemble Studios released back in 1999 was Age of Empires II: The Age of Kings. Have you ever played it?,,
3J06WJ78HN5HTFOXRUI9C9E1PUMVV7,3VKSEF3049J8I0MRGYDA1FNPTTX0NG,A recommending conversational response about a video game (# attributes: 3),"Write a response in a conversational context, given specific attributes about a video game, such as its name, genre and available platforms","dialog, conversation, video game, attributes, writing, entertainment, chat, conversation, creative",$0.10 ,Tue May 07 19:22:26 PDT 2019,1,BatchId:3634584;OriginalHitTemplateId:920937336;,3600,432000,Wed May 08 19:22:26 PDT 2019,,,3PXX5PX6LYKLEXLN1K5F3U27NB7BAU,A1ELPYAFO7MANS,Approved,Tue May 07 20:45:59 PDT 2019,Tue May 07 20:46:29 PDT 2019,Sun May 12 20:46:29 PDT 2019,Tue May 07 21:25:13 PDT 2019,,,30,100% (153/153),100% (153/153),100% (126/126),<b>Age of Empires II: The Age of Kings</b>,Year: <b>1999</b>,,Developer: <b>Ensemble Studios</b>,,,,,,,,,,,"Speaking of games from the '90s, have you ever heard of the Ensemble Studios game Age of Empires II: The Age of Kings?",,
3PCPFX4U40B0SA6Q5GJVO0C7JPAFQX,3BHRGUFAI9IPS59C0ANGVAZWPHXCSS,Write a conversational response about a video game based on its given attributes and context (type: recommend; attributes: 3),"Produce a dialogic utterance given specific attributes about a video game, such as its name, genre and available platforms","dialog, video game, attributes, writing, entertainment, chat, conversation, creative",$0.08 ,Tue Apr 23 00:59:23 PDT 2019,2,BatchId:3617191;OriginalHitTemplateId:920937336;,3600,1296000,Fri May 03 00:59:26 PDT 2019,,,32M8BPYGAU8WBWCWTUP6L3HNG6SIGU,A33G1EEP3ZVBPL,Submitted,Thu May 02 13:40:28 PDT 2019,Thu May 02 13:41:39 PDT 2019,Fri May 17 13:41:39 PDT 2019,,,,71,100% (15/15),100% (15/15),100% (15/15),<b>Age of Empires II: The Age of Kings</b>,,,Developer: <b>Ensemble Studios</b>,,,,,,Platform: <b>PlayStation</b>,,,,,"Since you seem to be a fan of PlayStation games by Ensemble Studios, I thought you might like Age of Empires II: The Age of Kings too. Have you heard about the game?",,
3PCPFX4U40B0SA6Q5GJVO0C7JPAFQX,3BHRGUFAI9IPS59C0ANGVAZWPHXCSS,Write a conversational response about a video game based on its given attributes and context (type: recommend; attributes: 3),"Produce a dialogic utterance given specific attributes about a video game, such as its name, genre and available platforms","dialog, video game, attributes, writing, entertainment, chat, conversation, creative",$0.08 ,Tue Apr 23 00:59:23 PDT 2019,2,BatchId:3617191;OriginalHitTemplateId:920937336;,3600,1296000,Fri May 03 00:59:26 PDT 2019,,,3WZ36BJEV42QTTKW7KWWYZSZ9XXBTC,A2ITJNPW1LDUN7,Submitted,Thu Apr 25 12:27:29 PDT 2019,Thu Apr 25 12:27:46 PDT 2019,Fri May 10 12:27:46 PDT 2019,,,,17,100% (334/334),100% (334/334),100% (277/277),<b>Age of Empires II: The Age of Kings</b>,,,Developer: <b>Ensemble Studios</b>,,,,,,Platform: <b>PlayStation</b>,,,,,"Hey have you played  Age of Empires II: The Age of Kings? It's this playstation game from Ensemble studios, I think you'd like it.",,
