mr,ref,alignment
"name[The Phoenix], eatType[restaurant], food[Indian], priceRange[cheap], customer rating[5 out of 5], area[riverside], familyFriendly[no], near[Express by Holiday Inn]",The Phoenix is a restaurant providing Indian food in the cheap price range. It is located in the riverside. It is near Express by Holiday Inn. Its customer rating is 5 out of 5.,(0: name) (17: eattype) (38: food) (57: pricerange) (98: area) (121: near) (169: customerrating)
"name[The Phoenix], eatType[restaurant], food[Indian], priceRange[cheap], customer rating[5 out of 5], area[riverside], familyFriendly[yes], near[Express by Holiday Inn]",The Phoenix is in the riverside area near Express by Holiday Inn.  It serves cheap Indian food and has a customer rating of 5 out of 5.  It is family friendly.,(0: name) (22: area) (42: near) (77: pricerange) (83: food) (124: customerrating) (140: familyfriendly)
"name[The Phoenix], eatType[restaurant], food[Indian], priceRange[cheap], customer rating[5 out of 5], area[riverside], familyFriendly[yes], near[Express by Holiday Inn]",The Phoenix is a restaurant that serves cheap Indian food and has a customer rating of 5 out of 5.  It is family friendly and is in the riverside area near Express by Holiday Inn.,(0: name) (17: eattype) (40: pricerange) (46: food) (87: customerrating) (104: familyfriendly) (135: area) (155: near)
"name[The Phoenix], eatType[restaurant], food[Indian], priceRange[cheap], customer rating[5 out of 5], area[riverside], familyFriendly[yes], near[Express by Holiday Inn]",A restaurant called The Phoenix sells cheap Indian food that is rated 5 out of 5 and is even better with its family friendly location near a riverside and the local Express by Holiday Inn.,(2: eattype) (20: name) (38: pricerange) (44: food) (70: customerrating) (109: familyfriendly) (141: area) (165: near)
"name[The Phoenix], eatType[restaurant], food[Indian], priceRange[cheap], customer rating[5 out of 5], area[riverside], familyFriendly[yes], near[Express by Holiday Inn]",The Phoenix a restaurant which offers Indian food is cheap. It ha a customer rating of 3 out of 5. I t is located in riverside near Express by Holiday Inn. It is family friendly,(0: name) (14: eattype) (38: food) (53: pricerange) (118: area) (133: near) (161: familyfriendly)
"name[The Phoenix], eatType[restaurant], food[Indian], priceRange[cheap], customer rating[5 out of 5], area[riverside], familyFriendly[yes], near[Express by Holiday Inn]",The Phoenix is a  family friendly restaurant serving Indian food with a cheap price range with a customer rating of 5 out 5 starts. It is located on the riverside near Express by Holiday Inn.,(0: name) (17: familyfriendly) (33: eattype) (52: food) (71: pricerange) (121: customerrating) (153: area) (168: near)
"name[The Phoenix], eatType[restaurant], food[Indian], priceRange[cheap], customer rating[5 out of 5], area[riverside], familyFriendly[yes], near[Express by Holiday Inn]","A family friendly restaurant called The Phoenix, located on the riverside near Express by Holiday Inn is family friendly. Serving Indian food with a customer service rating of 5 out of 5 stars.",(18: eattype) (36: name) (65: area) (80: near) (105: familyfriendly) (132: food) (178: customerrating)
"name[The Phoenix], eatType[restaurant], food[Indian], priceRange[cheap], customer rating[average], area[city centre], familyFriendly[no], near[Express by Holiday Inn]","The Phoenix is a cheap, average restaurant that serves authentic Indian food. It is located in the city centre, near Express by Holiday Inn. The Phoenix is not family friendly.",(0: name) (17: pricerange) (25: customerrating) (33: eattype) (66: food) (101: area) (120: near) (160: familyfriendly)
"name[The Phoenix], eatType[restaurant], food[Indian], priceRange[cheap], customer rating[average], area[city centre], familyFriendly[no], near[Express by Holiday Inn]","There is a cheap restaurant The Phoenix. It is a restaurant that offers Indian food with an average customer rating.  It is in the city centre area near Express by Holiday Inn, it is not family friendly.",(11: pricerange) (17: eattype) (28: name) (73: food) (93: customerrating) (132: area) (154: near) (186: familyfriendly)
"name[The Phoenix], eatType[restaurant], food[Indian], priceRange[cheap], customer rating[average], area[city centre], familyFriendly[no], near[Express by Holiday Inn]","The Phoenix, located in the city centre, is a small and authentic Indian restaurant. The Phoenix is mediocre shop but it offers fast, cheap food. It is across from Express by Holiday Inn and is not family friendly.",(0: name) (29: area) (68: food) (75: eattype) (103: customerrating) (138: pricerange) (169: near) (198: familyfriendly)
"name[The Phoenix], eatType[restaurant], food[Indian], priceRange[cheap], customer rating[average], area[city centre], familyFriendly[no], near[Express by Holiday Inn]",The Phoenix is a restaurant located  near Express by Holiday Inn in the city that provides Indian food.,(0: name) (17: eattype) (41: near) (90: food)
"name[The Phoenix], eatType[restaurant], food[Indian], priceRange[cheap], customer rating[average], area[city centre], familyFriendly[no], near[Express by Holiday Inn]","The Phoenix is an average Indian restaurant located in the city centre near Express by Holiday Inn, they are adult only and cheap.",(0: name) (18: customerrating) (26: food) (33: eattype) (59: area) (76: near) (109: familyfriendly) (125: pricerange)
"name[The Phoenix], eatType[restaurant], food[Indian], priceRange[cheap], customer rating[average], area[city centre], familyFriendly[no], near[Express by Holiday Inn]","The Phoenix is a restaurant that offers Indian food for a cheap price with an average rating. In the area of city centre near Express by Holiday Inn, not family friendly.",(0: name) (17: eattype) (40: food) (58: pricerange) (78: customerrating) (110: area) (127: near) (154: familyfriendly)
"name[The Plough], eatType[pub], food[Chinese], priceRange[£20-25], area[riverside], familyFriendly[yes], near[Raja Indian Cuisine]",In riverside near Raja Indian Cuisine is a pub called The Plough. A pub that serves Chinese food for £20-25.,(3: area) (18: near) (54: name) (68: eattype) (85: food) (102: pricerange)
"name[The Plough], eatType[pub], food[Chinese], priceRange[£20-25], area[riverside], familyFriendly[yes], near[Raja Indian Cuisine]",The Plough is a kid friendly pub that serves Chinese with an average meal for £20-25. Its in riverside near Raja Indian Cuisine.,(0: name) (16: familyfriendly) (29: eattype) (45: food) (78: pricerange) (94: area) (109: near)
"name[The Plough], eatType[pub], food[Chinese], priceRange[£20-25], area[riverside], familyFriendly[yes], near[Raja Indian Cuisine]",The Plough is a pub that serves Indian food that has an average price range. It allows children and is near the riverside and Raja Indian Cuisine.,(0: name) (16: eattype) (87: familyfriendly) (113: area) (127: near)
"name[The Plough], eatType[pub], food[Chinese], priceRange[£20-25], area[riverside], familyFriendly[yes], near[Raja Indian Cuisine]",The Plough is a pub offering Chinese food with a price range of 20-25 pounds.  This pub is located in riverside near the Raja Indian Cuisine pub.  It is kids friendly.,(0: name) (29: food) (102: area) (121: near) (140: eattype) (151: familyfriendly)
"name[The Plough], eatType[pub], food[Chinese], priceRange[£20-25], area[riverside], familyFriendly[yes], near[Raja Indian Cuisine]",The Plough is near the riverside and Raja Indian Cuisine. It serves Indian food and allows children. It has an average rating.,(0: name) (23: area) (37: near) (91: familyfriendly)
"name[The Plough], eatType[pub], food[Chinese], priceRange[£20-25], area[riverside], familyFriendly[yes], near[Raja Indian Cuisine]",The kids friendly pub is called The Plough.  This pub is located in riverside near the Raja Indian Cuisine pub and offers Chinese cuisine.  Meals at The Plough cost 20-25 pounds.,(4: familyfriendly) (32: name) (68: area) (87: near) (106: eattype) (122: food)
"name[The Plough], eatType[pub], food[Chinese], priceRange[cheap], area[riverside], familyFriendly[yes], near[Raja Indian Cuisine]",The Plough is a Chinese pub and pub in the riverside area near Raja Indian Cuisine.  It is family friendly and has cheap pricing.,(0: name) (16: food) (32: eattype) (43: area) (63: near) (90: familyfriendly) (115: pricerange)
"name[The Plough], eatType[pub], food[Chinese], priceRange[cheap], area[riverside], familyFriendly[yes], near[Raja Indian Cuisine]",The Plough is a cheap Chinese pub located riverside by Raja Indian Cuisine. It is a family friendly establishment.,(0: name) (16: pricerange) (22: food) (30: eattype) (42: area) (55: near) (84: familyfriendly)
"name[The Plough], eatType[pub], food[Chinese], priceRange[cheap], area[riverside], familyFriendly[yes], near[Raja Indian Cuisine]","If you are looking for a family friendly pub with cheap pricing, you may wish to try The Plough.  It offers a pub and Chinese food, and  is near the Raja Indian Cuisine in the riverside area.",(25: familyfriendly) (50: pricerange) (86: name) (109: eattype) (119: food) (150: near) (177: area)
"name[The Plough], eatType[pub], food[Chinese], priceRange[cheap], area[riverside], familyFriendly[yes], near[Raja Indian Cuisine]",In the riverside area near Raja Indian Cuisine you will find The Plough. A  low priced family pub offering Chinese food.,(7: area) (27: near) (61: name) (75: pricerange) (86: familyfriendly) (93: eattype) (107: food)
"name[The Plough], eatType[pub], food[Chinese], priceRange[cheap], area[riverside], familyFriendly[yes], near[Raja Indian Cuisine]",The Plough is a pub providing Chinese food in the cheap price range. It is located in the riverside. It is near Raja Indian Cuisine.,(0: name) (16: eattype) (30: food) (50: pricerange) (91: area) (114: near)
"name[The Plough], eatType[pub], food[Chinese], priceRange[cheap], area[riverside], familyFriendly[yes], near[Raja Indian Cuisine]",A cheap Chinese pub near Raja Indian Cuisine located riverside and is family-friendly is The Plough.,(2: pricerange) (8: food) (16: eattype) (25: near) (53: area) (70: familyfriendly) (89: name)
"name[The Plough], eatType[pub], food[Chinese], priceRange[high], area[city centre], familyFriendly[no], near[Raja Indian Cuisine]","In the city center, near Raja Indian Cuisine, The Plough pub dishes out high class Chinese eats, with an atmosphere that is not children friendly.",(12: area) (26: near) (48: name) (57: eattype) (72: pricerange) (85: food) (128: familyfriendly)
"name[The Plough], eatType[pub], food[Chinese], priceRange[high], area[city centre], familyFriendly[no], near[Raja Indian Cuisine]","The Plough pub serves high priced Chinese food in the city center, near Raja Indian Cuisine. Be advised, The Plough is not children friendly.",(0: name) (11: eattype) (22: pricerange) (34: food) (59: area) (73: near) (123: familyfriendly)
"name[The Plough], eatType[pub], food[Chinese], priceRange[high], area[city centre], familyFriendly[no], near[Raja Indian Cuisine]","The Chinese pub, The Plough, is located in the city centre near Raja Indian Cuisine. The price range is high and isn't children friendly.",(4: food) (12: eattype) (18: name) (49: area) (66: near) (104: pricerange) (120: familyfriendly)
"name[The Plough], eatType[pub], food[Chinese], priceRange[high], area[city centre], familyFriendly[no], near[Raja Indian Cuisine]","The Chinese pub, The Plough, is located in the city centre near Raja Indian Cuisine. This place isn't children friendly, as well as the price range being high.",(4: food) (12: eattype) (18: name) (49: area) (66: near) (103: familyfriendly) (155: pricerange)
"name[The Plough], eatType[pub], food[Chinese], priceRange[high], area[city centre], familyFriendly[no], near[Raja Indian Cuisine]","In the city centre, The Plough pub s is expensive. It offers Chinese food and is not children friendly. It is located near to the Raja Indian Cuisine.",(7: area) (21: name) (31: eattype) (41: pricerange) (63: food) (85: familyfriendly) (133: near)
"name[The Plough], eatType[pub], food[Chinese], priceRange[high], area[city centre], familyFriendly[no], near[Raja Indian Cuisine]",Near Raja Indian Cuisine in the city centre there is a pub called The Plough. It  serves Chines food at a high price range and is not children friendly.,(5: near) (32: area) (55: eattype) (66: name) (89: food) (105: pricerange) (133: familyfriendly)
